transactionID,commissionType,itemNo,listPrice,lineDiscount,CommRate,CommEmplId,CommEmplType,mkupStoreQty,approvalTime,discountType,operatorId,altPhoneNumber,transactionType,transactionSubType,rentalId,discountAmount,discountConversion,CommsaleAmt1,CommsaleAmt2,CommsaleAmt3,description1,description2,description3,markDown1,markDown2,markDown3,commEmplPercentUsed,firstName,lastName,phone,tranDate,taxAmt,svChanged1,svChanged2,svChanged3,longMrkdn1,longMrkdn2,longMrkdn3,type,auditFlag,certNo,voidReason,returnTrans,ccName,r2rReserNo,shipMethod,authTerminalId,shipComment,shipFName,shipLName,shipAddr,shipCity,shipState,shipZip,shipDate,mbaOrderId,handTktNo,tryPointer,timeOut,timeIn,timeDone,attemptType,attemptAmt,acctMethod,authMethod,giftCertControlNum,maskedAcctNo,shipCarrier1,shipCarrier2,shipCarrier3,shipTrackNo1,shipTrackNo2,shipTrackNo3,signMethod,pfPoints,likeTenderOverrideMgrId,pfFriendId,ercptEmail,couponCode1,couponCode2,couponCode3,discountPodType1,discountPodType2,discountPodType3,discountPodAmt1,discountPodAmt2,discountPodAmt3,discountReasonCode1,discountReasonCode2,discountReasonCode3,discountReasonText,promosId1,promosId2,promosId3,inAdditionToMrkdn1,inAdditionToMrkdn2,inAdditionToMrkdn3,discCnvMrkdn1,discCnvMrkdn2,discCnvMrkdn3,reservation1,reservation2,reservation3,advertCode,corpAcctNo,likeTenderOverrideMgrId
6578*94*4504,MTR1,16471891,85,36.3,0.562,,TMW*CONS*SALECNS,1,6:55:42 AM,,336558,711 639 0234,VSAL,CF.CANCEL,43753915,3,1,72.24,157.56,36.5,consequat metus sapien,erat volutpat in congue,semper est,193.07,55.69,157.48,100,Amara,Edwards,577-217-3555,180144,11.5,220.25,161.25,74.2,155.62,253.93,105.98,BCRD,D.D.,2854513513779890,,5475*36*4482,SARI GRIMMERT,872737885,UNDA,,26393,SARI,GRIMMERT,24396 Cherokee Plaza,Petaluma,California,86816,180115,321699298*8,,,10:59 PM,5:45 AM,6:52 AM,CASH,21.6,5,E,,878368******8501,UPS,UPS,UPS,948770630995,901416161806,1848931765298,E,73,,,,RXVK204830037494,EZOF929234268157,YCPZ845533981714,$,%,$,28.21,21.49,10.81,1,2,1,,ANUB,ANUB,MMTY,1,1,1,1,1,1,401002205,555977541,235944320,,,
5649*73*9864,MTR1,32617852,161,31.43,0.66,754946,TMW*CONS*SALECNS,1,11:43:23 AM,,100444,616 633 3332,VSAL,CF.CANCEL,22043746,9,1,124.97,163.12,59.86,maecenas tristique,nulla ac enim,donec posuere metus vitae,79.19,168.33,50.23,100,Florinda,Baistow,859-051-5521,180449,5.3,166.65,219.57,178.51,298.37,245.34,174.01,BCRD,D.,2246084199875643,,5346*79*7329,CASSY COMFORD,990409099,UNDA,,26305,CASSY,COMFORD,10911 Jana Plaza,Charleston,West Virginia,14712,180023,960676377*6,,,9:07 AM,10:32 PM,5:44 AM,AMEX,169.92,5,E,,707434******6049,UPS,UPS,UPS,634062334123,505533712609,1302927434828,E,171,,,,SRAF875682746901,HWUO907532064819,HZUC860337654024,$,$,%,11.18,18.11,25.4,1,2,1,,MMTY,MMUV,MMTY,1,1,1,1,1,1,422983489,88078050,961120312,,,
6335*14*1914,MTR1,33953567,141,40.52,0.783,,TMW*CONS*SALECNS,1,5:18:13 PM,,479055,549 737 4755,VSAL,CF.CANCEL,29477154,5,1,91.04,128.88,11.94,nulla facilisi cras,leo odio,erat quisque erat,91.12,17.12,93.45,100,Gradey,Ulyat,195-828-2081,180858,7.9,310.03,172.54,81.17,198.95,44,100.93,AMEX,D.D.PS.PRESALE XFER 64823774.,1567690495165249,,6904*83*1845,CHARMAINE PETER,56411598,UNDA,,25342,CHARMAINE,PETER,80 Miller Place,San Bernardino,California,28503,180408,547263185*1,,,4:29 AM,6:30 AM,10:59 AM,CASH,23.5,5,E,,763447******3370,UPS,UPS,UPS,53523600270,451275927137,1846140533040,P,189,,,,CNZF293383947188,ZAVD362695288345,CFEM056510904831,$,%,$,15.1,20.43,17.41,1,2,1,,ANUB,ANUB,MMTY,1,1,1,1,1,1,462717110,235944320,16446922,,,
9119*71*6080,MTR1,41392726,36,56.15,0.863,454472,TMW*CONS*SALECNS,1,8:37:41 PM,,241007,239 272 0858,VSAL,CF.CANCEL,44616822,3,1,174.96,41.72,170.97,in tempus sit,varius integer,in faucibus,58.09,23.39,55.18,100,Rasla,Conry,570-208-3881,180543,11.2,96.35,122.89,136.54,84.87,75.85,81.96,AMEX,D.D.,1149385820013369,,2039*25*4316,TRIPP CAUSTIC,389052650,UNDA,,26219,TRIPP,CAUSTIC,14 Miller Parkway,Atlanta,Georgia,26607,180829,174275059*9,,,12:00 PM,5:56 AM,7:48 AM,CASH,71.75,5,E,,449336******7752,UPS,UPS,UPS,701239281466,664603575429,1953532477013,E,149,,,,PDTI884848377770,ZOEY462075483005,KCJY910210138605,%,$,$,21.72,15.91,13.29,1,2,1,,MMTY,MMUV,MMTU,1,1,1,1,1,1,710484324,961120312,81001590,,,
9572*89*4703,MTR1,43633902,167,30.3,0.824,,TMW*CONS*SALECNS,1,3:07:55 PM,,403090,722 731 3203,VSAL,CF.CANCEL,20923965,14,1,99.03,62.08,29.32,tellus semper interdum,vestibulum eget vulputate ut,ut tellus nulla ut,41.03,15.83,66.71,100,Duky,Wortley,484-114-3832,180616,8.5,11.52,284.08,74.22,343.54,106,181.44,BCRD,D.D.,2867899879139593,,2113*82*1374,GORDIE BRAMFORD,528944549,Ground,,24576,GORDIE,BRAMFORD,22181 6th Junction,Redwood City,California,82712,180029,832585012*2,,,4:42 PM,4:16 AM,10:01 AM,BCRD,185.47,5,E,,323121******6979,UPS,UPS,UPS,507395767078,486338408107,1808542938322,E,92,,,,QAJL793074649046,YGXE218707676670,KVWC793078291250,%,%,$,22.78,10.25,17.73,1,2,1,,MMTY,MMUV,ANUB,1,1,1,1,1,1,616448972,16446922,682027938,ANXM2854535,,
2800*19*3822,MTR1,17251467,92,79.42,0.093,810699,TMW*CONS*SALECNS,1,8:11:02 PM,,442544,342 335 1414,VSAL,CF.CANCEL,29879216,15,1,164.56,40.87,190.34,arcu adipiscing,in faucibus orci luctus,ac consequat metus,186.05,182.65,53.05,100,Griselda,Dennett,617-850-6526,180113,1.7,22.31,108.54,11.52,230.14,106.42,22.73,BCRD,D.,1510046806400815,,5970*54*6148,ELGA HOLLINGSBY,265941221,Ground,,23742,ELGA,HOLLINGSBY,31055 Briar Crest Lane,Houston,Texas,79262,180908,838897663*8,,,6:38 AM,4:12 PM,1:58 AM,CASH,98.51,5,E,,291836******9850,UPS,UPS,UPS,965556338820,953686858983,1326790340664,E,185,,,,OPBM172684356750,JUIX318566414475,YOWX436069077945,%,%,%,22.62,15.29,18.97,1,2,1,,MMTY,MMUK,MMUV,1,1,1,1,1,1,883640004,81001590,582865826,,,
8829*45*3355,MTR1,27297506,173,13.05,0.581,567733,TMW*CONS*SALECNS,1,8:29:31 PM,,187405,616 552 3295,VSAL,CF.CANCEL,45073554,12,1,180.42,193.57,81.02,porta volutpat erat quisque,cubilia curae,ante ipsum,110.57,178.59,20.18,100,Hillary,Jirek,980-811-9414,180159,7.1,190.87,272.74,121.39,382.84,349.07,120.67,BCRD,D.D.,1088187310000194,,1658*54*6789,MARCILLE HEBBLETHWAITE,211077593,UNDA,,24636,MARCILLE,HEBBLETHWAITE,2 Fairfield Way,Des Moines,Iowa,91683,180721,854334161*5,,,12:00 AM,8:26 AM,1:30 PM,CASH,49.25,5,E,,669056******6182,UPS,UPS,UPS,602442250974,129894317955,1963222695529,E,25,,,,OEBR343056888772,MHYC647858096974,QAJN841171090782,%,%,%,27.5,19.64,19.67,1,2,1,,MMTY,MMTY,MMUV,1,1,1,1,1,1,490703903,682027938,985020093,,,
4762*68*7887,MTR1,47733247,91,61,0.828,,TMW*CONS*SALECNS,1,4:05:37 PM,,266433,328 185 3941,VSAL,CF.CANCEL,16702546,2,1,185.63,91.74,47.84,odio cras,lorem ipsum,sit amet sem,136.95,98.14,135.01,100,Morry,Lyngsted,390-482-7604,180978,9.5,19.89,349.01,86.66,384.97,76.74,151.01,CASH,D.D.,1421583413993512,,2925*75*5881,TOBIAH NUTLEY,811098410,Ground,,26000,TOBIAH,NUTLEY,1835 Vera Terrace,Vero Beach,Florida,4250,180980,506366993*1,,,7:39 PM,11:43 AM,10:45 PM,AMEX,154.14,5,E,,968128******1508,UPS,UPS,UPS,968481058336,478149822456,1368314182912,P,76,,,,SOJY456254829828,COWU687934453471,WGQI427693050633,%,%,%,19.7,13.7,27.64,1,2,1,,MMTY,MMTY,MMTY,1,1,1,1,1,1,468613909,582865826,474885189,,,
9099*96*9163,MTR1,46838361,42,40.58,0.69,485848,TMW*CONS*SALECNS,1,7:04:53 AM,,867803,197 537 4916,VSAL,CF.CANCEL,22384298,10,1,149.65,56.35,26.48,mauris non ligula pellentesque,consequat lectus in est,consequat nulla,176.07,111.91,106.04,100,Tamma,Lutty,390-949-5323,180312,10.5,257.11,310.46,36.99,291.21,336.72,31.04,BCRD,D.D.,1005678659854243,,6742*69*4485,EDA BENYAN,732642128,Ground,,26826,EDA,BENYAN,73608 Spenser Point,El Paso,Texas,88582,180788,201586166*2,,,5:16 AM,11:50 AM,9:48 PM,CASH,41.85,5,E,,817756******6846,UPS,UPS,UPS,977379365003,155612616393,1025507472228,E,153,,,,AHMQ816314051119,YAKW203395109174,QERK958547724705,%,%,$,25.25,17.77,29.02,1,2,1,,MMTY,MMTY,ANUB,1,1,1,1,1,1,324888238,985020093,884255595,,,
6869*99*3534,MTR1,22777593,76,54.08,0.656,872110,TMW*CONS*SALECNS,1,10:17:56 AM,,681352,962 751 4481,VSAL,CF.CANCEL,32126559,4,1,121.61,94.62,191.62,montes nascetur ridiculus mus,ultrices posuere cubilia,in congue etiam,145.62,176.32,91.09,100,Doy,Muriel,428-202-7686,180008,2.5,233.43,192.97,194.56,90.83,337.02,100.02,BCRD,D.,1174228192640551,,9757*13*1757,GOTTFRIED DANICK,19385985,Ground,,23395,GOTTFRIED,DANICK,105 Ludington Terrace,Tulsa,Oklahoma,56912,180423,651311037*1,,,8:48 PM,1:09 PM,1:15 PM,BCRD,85.04,5,E,,682877******6327,UPS,UPS,UPS,355956286118,906685930956,1566855930398,P,123,,,,WFCL894664214488,FNPR386236529106,AMDK050407346537,$,$,%,11.03,20.19,10.46,1,2,1,,ANUB,MMTY,ANUB,1,1,1,1,1,1,452287078,474885189,565708604,,,
4738*74*9225,MTR1,36313072,198,1.54,0.743,172404,TMW*CONS*SALECNS,1,4:13:53 PM,,971977,312 237 6312,VSAL,CF.CANCEL,18984592,8,1,107.66,146.07,89.7,quam pede lobortis ligula,interdum in ante,pellentesque quisque,78,118.27,22.54,100,Marcus,Venediktov,434-557-7394,180684,5,8.01,138.59,176.46,369.29,194.67,66.52,BCRD,D.D.RETURNED.,2643497724577540,,3488*15*7383,MARJORY SKYPP,575286406,UNDA,,23427,MARJORY,SKYPP,656 Kenwood Way,Indianapolis,Indiana,77225,180878,679011334*5,,,6:26 AM,5:11 AM,8:08 PM,CASH,105.24,5,E,,579361******2990,UPS,UPS,UPS,433162830468,440667709126,1658338721359,E,53,,,,BHZQ168252459187,NALW049035734902,IYHT477216397815,$,$,$,16.21,11.47,25.59,1,2,1,,MMTY,MMTY,ANUA,1,1,1,1,1,1,414620844,884255595,506324782,,,
5695*68*3064,MTR1,25458729,174,47.66,0.203,,TMW*CONS*SALECNS,1,6:04:00 PM,,359645,241 334 3018,VSAL,CF.CANCEL,48730886,8,1,120.66,106.34,126.35,dui nec nisi,nunc purus,praesent id massa id,43.89,16.14,182.34,100,Ester,Meachan,732-489-8829,180572,8.8,48.4,74.63,106.82,210.93,187.75,117.86,AMEX,D.,2760559634560362,,5959*70*8280,HAKEEM PITFORD,98748766,Ground,,23522,HAKEEM,PITFORD,03 Utah Parkway,Omaha,Nebraska,50593,180824,175529566*6,,,9:16 AM,12:43 PM,3:53 AM,BCRD,81.29,5,E,,513771******6412,UPS,UPS,UPS,890704352507,950261190644,1288475982895,P,13,,,,OGRB769531472555,XMOB347469761654,IHMT305485375775,$,$,$,18.46,17.21,27.5,1,2,1,,MMTU,MMTY,ANUB,1,1,1,1,1,1,973012160,565708604,944009608,,,
2797*58*3825,MTR1,34282941,138,61.79,0.395,323335,TMW*CONS*SALECNS,1,7:25:22 PM,,426351,478 355 3761,VSAL,CF.CANCEL,24821449,1,1,161.24,162.59,158.88,vestibulum ante,dapibus dolor vel,mauris viverra diam,47.03,128.77,63,100,Hewet,Cawsby,509-247-8041,180164,3.5,259.14,277.4,140.65,306.6,290.69,134.47,AMEX,D.,1899845173983830,,2972*81*8602,WINI BATTMAN,83293420,UNDA,,24758,WINI,BATTMAN,9 Johnson Parkway,Saint Paul,Minnesota,3757,180888,374371857*5,,,10:02 PM,7:08 PM,1:34 AM,BCRD,94.11,5,E,,958378******5219,UPS,UPS,UPS,564636261630,872049570263,1858719392967,P,92,,,,QXUF747864329013,KZOT992396149836,TIFN896120488219,%,%,%,14.05,28.02,16.9,1,2,1,,MMUV,MMTY,MMTY,1,1,1,1,1,1,622082270,506324782,568969011,,,
8136*28*2744,MTR1,11665284,170,14.91,0.982,771538,TMW*CONS*SALECNS,1,2:54:58 PM,,508243,726 780 4390,VSAL,CF.CANCEL,22358713,2,1,104.39,65.46,186.41,pretium iaculis justo in,a ipsum integer a,pede justo lacinia eget,35.29,164.92,30.42,100,Quincy,Fahy,827-274-3997,180455,8.9,144.72,226.46,180.44,328.66,46.49,49,CASH,D.D.,2150145587279272,,6405*97*2801,ROSALEEN FARQUHAR,911279693,UNDA,,26528,ROSALEEN,FARQUHAR,24593 Spaight Drive,Bronx,New York,12748,180499,929102883*5,,,11:16 AM,7:59 AM,11:39 AM,BCRD,127.5,5,E,,470244******1751,UPS,UPS,UPS,140072466770,232087815584,1255217447873,P,149,,,,FVGD452904589644,JIKY812267487184,FSCU913424010543,$,$,%,22.04,20.93,21.84,1,2,1,,ANUB,MMTU,MMTY,1,1,1,1,1,1,710198283,944009608,313541001,,,
1286*19*8104,MTR1,17467858,16,80.48,0.013,931397,TMW*CONS*SALECNS,1,2:55:46 PM,,295376,422 297 9758,VSAL,CF.CANCEL,43296036,2,1,49.93,102.88,40.52,tempor convallis,venenatis non,ut at,13.22,170.78,140.49,100,Shane,Hornung,921-128-1968,180786,10,270.8,253.92,45.98,342.83,248,75.55,CASH,D.D.RETURNED.,2621729327780661,,8753*29*3706,BERYL KENWOOD,174754901,UNDA,,23768,BERYL,KENWOOD,62503 Anhalt Junction,Rochester,New York,93160,180335,463960588*5,,,12:10 AM,9:25 AM,1:23 AM,BCRD,179.19,5,E,,980611******2542,UPS,UPS,UPS,695762361173,323402573987,1070994363192,E,28,,,,YQPK363665138092,IBXO349705319473,HNPQ174332046362,$,$,%,20.26,14.73,22.26,1,2,1,,MMTY,ANUB,MMTY,1,1,1,1,1,1,336220535,568969011,388665426,,,
9025*66*5064,MTR1,14588464,29,75.55,0.022,,TMW*CONS*SALECNS,1,5:10:28 PM,13,932579,657 292 2960,VSAL,CF.CANCEL,33785089,2,1,49.24,112.35,47.37,semper est,enim leo rhoncus sed,pellentesque at nulla suspendisse,66.65,36.56,111.45,100,Art,Payn,388-301-0587,180259,5.1,333.43,280.12,62.08,115.68,226.54,92.02,AMEX,D.,1877798781139791,,7218*77*3875,JACKSON DU PRE,24883252,UNDA,,25819,JACKSON,DU PRE,29 Vera Point,Philadelphia,Pennsylvania,98659,180715,413117166*5,,,4:53 AM,2:00 PM,5:26 PM,BCRD,161.1,5,E,,907498******7224,UPS,UPS,UPS,351027380992,663813080558,1147973876672,P,152,,,,XKEA706295212621,FPMB487955806649,QDAC073684497742,$,$,%,27.54,18.16,20.73,1,2,1,,MMUK,ANUA,ANUB,1,1,1,1,1,1,470157221,313541001,357192968,,,
5334*24*1373,MTR1,37247317,55,51.84,0.44,307008,TMW*CONS*SALECNS,1,12:34:36 PM,13,244476,324 219 7748,VSAL,CF.CANCEL,38297383,4,1,14.5,60.36,33.14,sit amet sapien,cras mi,luctus rutrum,155.27,188.73,174.73,100,Joyann,Nursey,433-854-8836,180641,11.5,259.25,63.56,47.11,132.44,361.57,183.26,CASH,D.D.,1690788978232359,,7257*60*9147,GUY IMMINGS,684834237,Ground,,25555,GUY,IMMINGS,45 Evergreen Junction,El Paso,Texas,40311,180544,300102532*3,,,10:11 PM,12:13 PM,6:10 PM,BCRD,46.37,5,E,,381472******8806,UPS,UPS,UPS,118017865365,747631597554,1214612754674,E,54,,,,DLPB926330836000,OWXA504938870461,BZRC473568684064,$,$,%,16.16,29.98,15.7,1,2,1,,MMTY,MMTU,ANUA,1,1,1,1,1,1,169069385,388665426,879007453,,,
